ApplicationID,SessionID,PlaceID,ApplicationName
E5F0E6E2-6A0D-4343-9571-E08D2E411547,73BC6053-FCC2-4A37-9741-950FD17C98FA,3518446E-DF4B-4C59-AF7B-841C44F715EB,Dotyk.Application.Restaurant
AFFD96BD-8E45-4C61-BD5B-A9E7A14054B4,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.Paint
8D7DBEA3-2127-49FB-A182-373183B6CA3A,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.Paint
5973D83D-36AF-40E0-A9AB-29BDFCDB5DE7,F6E6756E-2CAA-4154-87DC-22C91E019F16,1BD31074-917D-40AA-BED7-EAE7ABF32AF3,Dotyk.Application.Paint
D0E73C52-8964-4EBE-A02B-6A292B8626F4,F6E6756E-2CAA-4154-87DC-22C91E019F16,1BD31074-917D-40AA-BED7-EAE7ABF32AF3,Dotyk.Application.Memory
DF510AF8-A73B-4D49-84D0-C08A664CC27C,F876018C-9FF3-4D30-BEA8-2435BA85BFAE,91AC5D41-BCF0-407D-A158-1F6F534C2F3D,Dotyk.Application.Paint
00E82B5A-E91D-4F88-80B3-E82BD630A7AE,56084F77-D9E1-411B-99A0-49991FB8A5E6,82A06D6E-B23E-4DA1-9B74-2A59A8B1F3B1,Dotyk.Application.Restaurant
C307FC4A-73DD-457D-BA1B-6970A487AB44,F6E6756E-2CAA-4154-87DC-22C91E019F16,1BD31074-917D-40AA-BED7-EAE7ABF32AF3,Dotyk.Application.Restaurant
FDD09EA8-F1DD-4C8C-90D5-B7B7BB619ACE,AF42F365-1739-457F-B3FB-4EE60C745684,E8CCC3F5-7D8E-47A9-9422-7B12C32FF0F2,Dotyk.Application.JigsawPuzzle
1BA4A4DB-976D-4DA3-B676-562BA9748E8D,45B253B0-B10E-4B47-A6F6-51B2D4B09150,F52E660B-07EA-4401-8FCD-EBF0C876055A,Dotyk.Application.Paint
B3A3A0F3-60BA-4B26-9D2D-D0B994057BEA,45B253B0-B10E-4B47-A6F6-51B2D4B09150,F52E660B-07EA-4401-8FCD-EBF0C876055A,Dotyk.Application.AirHockey
79194514-82CB-4CAA-A8D4-89113F4D6A2B,45B253B0-B10E-4B47-A6F6-51B2D4B09150,F52E660B-07EA-4401-8FCD-EBF0C876055A,Dotyk.Application.Restaurant
0B317768-EA26-4EE6-A4E2-916B97BD107B,2E7A200B-B6BD-44AC-95AC-E940E25177E5,FD0C3EE5-1FCB-4884-B0D5-BA0485E702CF,Dotyk.Application.Wallpapers
3D7DF02C-EBD3-4C21-9BE5-70AFE2844590,AF42F365-1739-457F-B3FB-4EE60C745684,E8CCC3F5-7D8E-47A9-9422-7B12C32FF0F2,Dotyk.Application.Memory
CD25012C-703A-4755-9BF4-AFFD28340E73,45B253B0-B10E-4B47-A6F6-51B2D4B09150,F52E660B-07EA-4401-8FCD-EBF0C876055A,Dotyk.Application.Restaurant
4391D115-610D-4B1A-9DC0-9CAC0F6B2C67,AF42F365-1739-457F-B3FB-4EE60C745684,E8CCC3F5-7D8E-47A9-9422-7B12C32FF0F2,Dotyk.Application.Paint
150C00DC-BDCE-465C-8940-26806882816E,41E5E40A-090A-4BE4-B539-75BA277E8E62,EC43B767-E496-4E97-B648-5005B42846AF,Dotyk.Application.Restaurant
0823E7A0-DF7E-43AC-84DE-F428568D3762,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.AirHockey
7206DC6E-F289-4B8C-99F5-A1949B394D3B,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.Restaurant
D501810A-A9B4-410B-A926-441EACEFA835,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.Paint
D7ECA7F3-2C5B-4C2C-B53F-B5CE59610596,E45F9341-7872-4334-B3F9-9BC422141713,33AD16F3-C184-42F2-A2D0-08B5E58C67E3,Dotyk.Application.AirHockey
4C245250-90B3-40C2-AA29-EE9239486AA7,52399819-6A71-4A0C-9C06-130C1DA5C3F7,23E6981B-0D4D-46C6-8673-286A217481C1,Dotyk.Application.Restaurant
2B0FE6E4-3AA7-42AB-8966-72FFC9103612,52399819-6A71-4A0C-9C06-130C1DA5C3F7,23E6981B-0D4D-46C6-8673-286A217481C1,Dotyk.Application.Restaurant
F1100708-9224-4D44-8E54-3A5D9B71D7B3,027B92CD-905F-4BA0-8C52-017B5AC56BDB,A50A7374-9562-47F8-B62B-14204F835205,Dotyk.Application.Restaurant
B2276F97-E989-4082-9692-D5B9E0C55C51,41E5E40A-090A-4BE4-B539-75BA277E8E62,EC43B767-E496-4E97-B648-5005B42846AF,Dotyk.Application.Restaurant
2F43E52B-BE14-4809-8D44-B873CC73C390,E5E1C022-8571-4535-B5F6-ECC9729ACE44,896AB9C0-C81C-4085-B430-E5F00DCE2C5E,Dotyk.Application.Restaurant
0353D069-B411-41F2-950A-1877CE5A54AC,13900301-E0C7-4049-82BC-452F4DCDCEC2,BC47F7CC-7656-4A88-8DD6-4E841F15D091,Dotyk.Application.Wallpapers
A345349B-5549-47B7-92D4-9A17F4727A5C,90190190-D1AB-448A-A4A5-D9D524361509,3CCAD457-6967-4EF5-9F27-D67A5B114FBC,Dotyk.Application.JigsawPuzzle
9D7FC898-55D8-4CA4-829F-855A53B75FCC,E5E1C022-8571-4535-B5F6-ECC9729ACE44,896AB9C0-C81C-4085-B430-E5F00DCE2C5E,Dotyk.Application.JigsawPuzzle
1EC1418C-EDCD-47F1-8A27-7627DD9707C9,AF7EFA5C-BA3B-491B-9C62-AD626A52411C,A4C1F1FB-1CED-4866-B02B-1C9D55A3E5B7,Dotyk.Application.JigsawPuzzle
70C0817C-24BC-4457-B500-48BD2A53ACDC,F6E6756E-2CAA-4154-87DC-22C91E019F16,1BD31074-917D-40AA-BED7-EAE7ABF32AF3,Dotyk.Application.JigsawPuzzle
